full_text,text_clean,token,stop,stemmed,untokenize_clean,label
Barusan dialog dg pembeli air isi ulang. Dia yg mulai dulu dg menyebut Prabowo-Gibran.  A : aku tanya sampeyan mendukung mereka? P : Tdk pak  wakilnya tdk jelas dan pak Prabowo terlalu ambisius. A : trs sampeyan dukung siang? P : AMIN pak. A : Alhamdulillahi Robbil Aalamiin,barusan dialog dg pembeli air isi ulang dia yg mulai dulu dg menyebut prabowogibran aku tanya sampeyan mendukung mereka tdk pak wakilnya tdk jelas dan pak prabowo terlalu ambisius trs sampeyan dukung siang amin pak alhamdulillahi robbil aalamiin,"['barusan', 'dialog', 'dg', 'pembeli', 'air', 'isi', 'ulang', 'dia', 'yg', 'mulai', 'dulu', 'dg', 'menyebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'mendukung', 'mereka', 'tdk', 'pak', 'wakilnya', 'tdk', 'jelas', 'dan', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillahi', 'robbil', 'aalamiin']","['barusan', 'dialog', 'dg', 'pembeli', 'air', 'isi', 'ulang', 'yg', 'mulai', 'dulu', 'dg', 'menyebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'mendukung', 'tdk', 'pak', 'wakilnya', 'tdk', 'jelas', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillahi', 'robbil', 'aalamiin']","['barusan', 'dialog', 'dg', 'beli', 'air', 'isi', 'ulang', 'yg', 'mulai', 'dulu', 'dg', 'sebut', 'prabowogibran', 'aku', 'tanya', 'sampeyan', 'dukung', 'tdk', 'pak', 'wakil', 'tdk', 'jelas', 'pak', 'prabowo', 'terlalu', 'ambisius', 'trs', 'sampeyan', 'dukung', 'siang', 'amin', 'pak', 'alhamdulillah', 'robbil', 'aalamiin']",barusan dialog dg beli air isi ulang yg mulai dulu dg sebut prabowogibran aku tanya sampeyan dukung tdk pak wakil tdk jelas pak prabowo terlalu ambisius trs sampeyan dukung siang amin pak alhamdulillah robbil aalamiin,negatif
@BosPurwa Hanya hitungan jam saja hilang semua usaha yg dilakukan selama ini mengemas Prabowo  santun  merangkul semua dan joget gemoy.  Dalam debat semalam keluar watak asli pak Prabowo  emosional  kaku dan merasa lebih superior dari Paslon lainnya.  Berantakan semuanya !!!,hanya hitungan jam saja hilang semua usaha yg dilakukan selama ini mengemas prabowo santun merangkul semua dan joget gemoy dalam debat semalam keluar watak asli pak prabowo emosional kaku dan merasa lebih superior dari paslon lainnya berantakan semuanya,"['hanya', 'hitungan', 'jam', 'saja', 'hilang', 'semua', 'usaha', 'yg', 'dilakukan', 'selama', 'ini', 'mengemas', 'prabowo', 'santun', 'merangkul', 'semua', 'dan', 'joget', 'gemoy', 'dalam', 'debat', 'semalam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'dan', 'merasa', 'lebih', 'superior', 'dari', 'paslon', 'lainnya', 'berantakan', 'semuanya']","['hitungan', 'jam', 'hilang', 'semua', 'usaha', 'yg', 'dilakukan', 'selama', 'mengemas', 'prabowo', 'santun', 'merangkul', 'semua', 'joget', 'gemoy', 'debat', 'semalam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'merasa', 'lebih', 'superior', 'paslon', 'lainnya', 'berantakan', 'semuanya']","['hitung', 'jam', 'hilang', 'semua', 'usaha', 'yg', 'laku', 'lama', 'emas', 'prabowo', 'santun', 'rangkul', 'semua', 'joget', 'gemoy', 'debat', 'malam', 'keluar', 'watak', 'asli', 'pak', 'prabowo', 'emosional', 'kaku', 'rasa', 'lebih', 'superior', 'paslon', 'lain', 'beranta', 'semua']",hitung jam hilang semua usaha yg laku lama emas prabowo santun rangkul semua joget gemoy debat malam keluar watak asli pak prabowo emosional kaku rasa lebih superior paslon lain beranta semua,negatif
Prabowo  otakmu kayaknya tertinggal di masa lalu. Belajar lagi  dong  soal kepemimpinan yang sebenarnya. @GugungSuke42041  Anies #DebatCapres Prabowo Ordal JAKI pt gni https://t.co/s02KWJXFWL,prabowo otakmu kayaknya tertinggal di masa lalu belajar lagi dong soal kepemimpinan yang sebenarnya anies prabowo ordal jaki pt gni,"['prabowo', 'otakmu', 'kayaknya', 'tertinggal', 'di', 'masa', 'lalu', 'belajar', 'lagi', 'dong', 'soal', 'kepemimpinan', 'yang', 'sebenarnya', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']","['prabowo', 'otakmu', 'kayaknya', 'tertinggal', 'masa', 'lalu', 'belajar', 'dong', 'soal', 'kepemimpinan', 'sebenarnya', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']","['prabowo', 'otak', 'kayak', 'tinggal', 'masa', 'lalu', 'ajar', 'dong', 'soal', 'pimpin', 'benar', 'anies', 'prabowo', 'ordal', 'jaki', 'pt', 'gni']",prabowo otak kayak tinggal masa lalu ajar dong soal pimpin benar anies prabowo ordal jaki pt gni,negatif
Menhan Prabowo:  Sebanyak 9 unit pesawat NC-212i  yang akan ditempatkan di Skadron Udara 4 Wing Udara 2 Lanud Abdulrachman Saleh  5 unit sudah siap.  https://t.co/m3riVeDvwb,menhan prabowo sebanyak unit pesawat nci yang akan ditempatkan di skadron udara wing udara lanud abdulrachman saleh unit sudah siap,"['menhan', 'prabowo', 'sebanyak', 'unit', 'pesawat', 'nci', 'yang', 'akan', 'ditempatkan', 'di', 'skadron', 'udara', 'wing', 'udara', 'lanud', 'abdulrachman', 'saleh', 'unit', 'sudah', 'siap']","['menhan', 'prabowo', 'sebanyak', 'unit', 'pesawat', 'nci', 'ditempatkan', 'skadron', 'udara', 'wing', 'udara', 'lanud', 'abdulrachman', 'saleh', 'unit', 'siap']","['menhan', 'prabowo', 'banyak', 'unit', 'pesawat', 'nci', 'tempat', 'skadron', 'udara', 'wing', 'udara', 'lanud', 'abdulrachman', 'saleh', 'unit', 'siap']",menhan prabowo banyak unit pesawat nci tempat skadron udara wing udara lanud abdulrachman saleh unit siap,positif
@tempodotco padahal pak anies cm mengutip kalimat yg di utarakan prabowo sendiri saat acara dg mbk nana https://t.co/p4nYpypV5C,padahal pak anies cm mengutip kalimat yg di utarakan prabowo sendiri saat acara dg mbk nana,"['padahal', 'pak', 'anies', 'cm', 'mengutip', 'kalimat', 'yg', 'di', 'utarakan', 'prabowo', 'sendiri', 'saat', 'acara', 'dg', 'mbk', 'nana']","['padahal', 'pak', 'anies', 'cm', 'mengutip', 'kalimat', 'yg', 'utarakan', 'prabowo', 'sendiri', 'acara', 'dg', 'mbk', 'nana']","['padahal', 'pak', 'anies', 'cm', 'kutip', 'kalimat', 'yg', 'utara', 'prabowo', 'sendiri', 'acara', 'dg', 'mbk', 'nana']",padahal pak anies cm kutip kalimat yg utara prabowo sendiri acara dg mbk nana,negatif
Seruan hati nurani! Ratusan Mantan Kades Cirebon dukung Prabowo-Gibran!   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/jkX83j02Ww,seruan hati nurani ratusan mantan kades cirebon dukung prabowogibran purnakuwu dukungpragibs,"['seruan', 'hati', 'nurani', 'ratusan', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['seruan', 'hati', 'nurani', 'ratusan', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['seru', 'hati', 'nurani', 'ratus', 'mantan', 'kades', 'cirebon', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",seru hati nurani ratus mantan kades cirebon dukung prabowogibran purnakuwu dukungpragibs,positif
Penyerapan aspirasi masyarakat di beberapa wilayah Indonesia akan menjadi bahan untuk penyempurnaan program kerja Prabowo-Gibran #GibranMendengar https://t.co/bM61O856Zp,penyerapan aspirasi masyarakat di beberapa wilayah indonesia akan menjadi bahan untuk penyempurnaan program kerja prabowogibran,"['penyerapan', 'aspirasi', 'masyarakat', 'di', 'beberapa', 'wilayah', 'indonesia', 'akan', 'menjadi', 'bahan', 'untuk', 'penyempurnaan', 'program', 'kerja', 'prabowogibran']","['penyerapan', 'aspirasi', 'masyarakat', 'beberapa', 'wilayah', 'indonesia', 'menjadi', 'bahan', 'penyempurnaan', 'program', 'kerja', 'prabowogibran']","['serap', 'aspirasi', 'masyarakat', 'beberapa', 'wilayah', 'indonesia', 'jadi', 'bahan', 'sempurna', 'program', 'kerja', 'prabowogibran']",serap aspirasi masyarakat beberapa wilayah indonesia jadi bahan sempurna program kerja prabowogibran,positif
Ini kenapa akun buzzer Ganjar tiba-tiba banyak yang nyampah di sini ya? Yang nyampah langsung aku block.  Ini yang bikin males sama buzzer Ganjar.  Saya ngasih pandangan kayak gini (twit saya RT) sudah dianggap pendukung Prabowo. Emang nggak lihat ya saya dari tadi malam  saya…,ini kenapa akun buzzer ganjar tibatiba banyak yang nyampah di sini ya yang nyampah langsung aku block ini yang bikin males sama buzzer ganjar saya ngasih pandangan kayak gini twit saya rt sudah dianggap pendukung prabowo emang nggak lihat ya saya dari tadi malam saya,"['ini', 'kenapa', 'akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'yang', 'nyampah', 'di', 'sini', 'ya', 'yang', 'nyampah', 'langsung', 'aku', 'block', 'ini', 'yang', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'saya', 'ngasih', 'pandangan', 'kayak', 'gini', 'twit', 'saya', 'rt', 'sudah', 'dianggap', 'pendukung', 'prabowo', 'emang', 'nggak', 'lihat', 'ya', 'saya', 'dari', 'tadi', 'malam', 'saya']","['akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'nyampah', 'sini', 'nyampah', 'langsung', 'aku', 'block', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'ngasih', 'pandangan', 'kayak', 'gini', 'twit', 'rt', 'dianggap', 'pendukung', 'prabowo', 'emang', 'lihat', 'tadi', 'malam']","['akun', 'buzzer', 'ganjar', 'tibatiba', 'banyak', 'nyampah', 'sini', 'nyampah', 'langsung', 'aku', 'block', 'bikin', 'males', 'sama', 'buzzer', 'ganjar', 'ngasih', 'pandang', 'kayak', 'gin', 'twit', 'rt', 'anggap', 'dukung', 'prabowo', 'emang', 'lihat', 'tadi', 'malam']",akun buzzer ganjar tibatiba banyak nyampah sini nyampah langsung aku block bikin males sama buzzer ganjar ngasih pandang kayak gin twit rt anggap dukung prabowo emang lihat tadi malam,positif
Dari #DebatCapres Semalem  bisa disimpulkan begini:  Anies bahas kinerjanya di Jakarta   Ganjar bahas kinerjanya di Jateng  Prabowo bahas kinerja Jokowi🤦‍♀️,dari semalem bisa disimpulkan begini anies bahas kinerjanya di jakarta ganjar bahas kinerjanya di jateng prabowo bahas kinerja jokowi,"['dari', 'semalem', 'bisa', 'disimpulkan', 'begini', 'anies', 'bahas', 'kinerjanya', 'di', 'jakarta', 'ganjar', 'bahas', 'kinerjanya', 'di', 'jateng', 'prabowo', 'bahas', 'kinerja', 'jokowi']","['semalem', 'disimpulkan', 'begini', 'anies', 'bahas', 'kinerjanya', 'jakarta', 'ganjar', 'bahas', 'kinerjanya', 'jateng', 'prabowo', 'bahas', 'kinerja', 'jokowi']","['semalem', 'simpul', 'begini', 'anies', 'bahas', 'kerja', 'jakarta', 'ganjar', 'bahas', 'kerja', 'jateng', 'prabowo', 'bahas', 'kerja', 'jokowi']",semalem simpul begini anies bahas kerja jakarta ganjar bahas kerja jateng prabowo bahas kerja jokowi,negatif
Visi misi Prabowo: kabur dan tidak jelas! Ada yang paham? https://t.co/bYTxaKtLhl,visi misi prabowo kabur dan tidak jelas ada yang paham,"['visi', 'misi', 'prabowo', 'kabur', 'dan', 'tidak', 'jelas', 'ada', 'yang', 'paham']","['visi', 'misi', 'prabowo', 'kabur', 'jelas', 'paham']","['visi', 'misi', 'prabowo', 'kabur', 'jelas', 'paham']",visi misi prabowo kabur jelas paham,negatif
@kompascom Prabowo klo d tanya yg mendasar agak sensi dia  untung saja pak Prabowo tdk ngucapkan maksud anda apa maksud anda apa .... hahahaha,prabowo klo tanya yg mendasar agak sensi dia untung saja pak prabowo tdk ngucapkan maksud anda apa maksud anda apa hahahaha,"['prabowo', 'klo', 'tanya', 'yg', 'mendasar', 'agak', 'sensi', 'dia', 'untung', 'saja', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'anda', 'apa', 'maksud', 'anda', 'apa', 'hahahaha']","['prabowo', 'klo', 'tanya', 'yg', 'mendasar', 'sensi', 'untung', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'apa', 'maksud', 'apa', 'hahahaha']","['prabowo', 'klo', 'tanya', 'yg', 'dasar', 'sensi', 'untung', 'pak', 'prabowo', 'tdk', 'ngucapkan', 'maksud', 'apa', 'maksud', 'apa', 'hahahaha']",prabowo klo tanya yg dasar sensi untung pak prabowo tdk ngucapkan maksud apa maksud apa hahahaha,negatif
Kisruh Ade Armando dan Imbas ke PSI❗Pendukung Prabowo ini lakukan hal Fatal❗  Alam Ganjar Cleo UNHCR SALMA LAH Myanmar Bantu Teman Butet KOPI GRATIS GTA VI Gunung Marapi The BAT https://t.co/fIVvIXnmjm,kisruh ade armando dan imbas ke psipendukung prabowo ini lakukan hal fatal alam ganjar cleo unhcr salma lah myanmar bantu teman butet kopi gratis gta vi gunung marapi the bat,"['kisruh', 'ade', 'armando', 'dan', 'imbas', 'ke', 'psipendukung', 'prabowo', 'ini', 'lakukan', 'hal', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']","['kisruh', 'ade', 'armando', 'imbas', 'psipendukung', 'prabowo', 'lakukan', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']","['kisruh', 'ade', 'armando', 'imbas', 'psipendukung', 'prabowo', 'laku', 'fatal', 'alam', 'ganjar', 'cleo', 'unhcr', 'salma', 'lah', 'myanmar', 'bantu', 'teman', 'butet', 'kopi', 'gratis', 'gta', 'vi', 'gunung', 'marapi', 'the', 'bat']",kisruh ade armando imbas psipendukung prabowo laku fatal alam ganjar cleo unhcr salma lah myanmar bantu teman butet kopi gratis gta vi gunung marapi the bat,negatif
@mantriss Anies didukung 4 partai Prabowo didukung 9 partai Ganjar didukung 4 partai  Dengan dukungan 9 partai tapi hasil survei gak sampai 40% itu sebuah pencapaian yang buruk,anies didukung partai prabowo didukung partai ganjar didukung partai dengan dukungan partai tapi hasil survei gak sampai itu sebuah pencapaian yang buruk,"['anies', 'didukung', 'partai', 'prabowo', 'didukung', 'partai', 'ganjar', 'didukung', 'partai', 'dengan', 'dukungan', 'partai', 'tapi', 'hasil', 'survei', 'gak', 'sampai', 'itu', 'sebuah', 'pencapaian', 'yang', 'buruk']","['anies', 'didukung', 'partai', 'prabowo', 'didukung', 'partai', 'ganjar', 'didukung', 'partai', 'dukungan', 'partai', 'hasil', 'survei', 'gak', 'sebuah', 'pencapaian', 'buruk']","['anies', 'dukung', 'partai', 'prabowo', 'dukung', 'partai', 'ganjar', 'dukung', 'partai', 'dukung', 'partai', 'hasil', 'survei', 'gak', 'buah', 'capai', 'buruk']",anies dukung partai prabowo dukung partai ganjar dukung partai dukung partai hasil survei gak buah capai buruk,negatif
Keberanian mantan pemimpin desa dalam mendukung Prabowo-Gibran: Langkah untuk perubahan positif https://t.co/e3OqTbvhcc,keberanian mantan pemimpin desa dalam mendukung prabowogibran langkah untuk perubahan positif,"['keberanian', 'mantan', 'pemimpin', 'desa', 'dalam', 'mendukung', 'prabowogibran', 'langkah', 'untuk', 'perubahan', 'positif']","['keberanian', 'mantan', 'pemimpin', 'desa', 'mendukung', 'prabowogibran', 'langkah', 'perubahan', 'positif']","['berani', 'mantan', 'pimpin', 'desa', 'dukung', 'prabowogibran', 'langkah', 'ubah', 'positif']",berani mantan pimpin desa dukung prabowogibran langkah ubah positif,positif
Mantan Kepala Desa memilih positif: Bersama Prabowo-Gibran  kita raih kemajuan yang lebih baik. https://t.co/hcQQhRzteY,mantan kepala desa memilih positif bersama prabowogibran kita raih kemajuan yang lebih baik,"['mantan', 'kepala', 'desa', 'memilih', 'positif', 'bersama', 'prabowogibran', 'kita', 'raih', 'kemajuan', 'yang', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'memilih', 'positif', 'bersama', 'prabowogibran', 'raih', 'kemajuan', 'lebih', 'baik']","['mantan', 'kepala', 'desa', 'pilih', 'positif', 'sama', 'prabowogibran', 'raih', 'maju', 'lebih', 'baik']",mantan kepala desa pilih positif sama prabowogibran raih maju lebih baik,positif
@Chaves1305 Video debat tadi malam sdh tersebar di TV  youtube dan media sosial lainnya.  Narasi yg tdk sesuai dgn yg ditonton rakyat itu akan membangun persepsi pendukung Prabowo menyebarkan kebohongan n ini akan menjatuhkan Prabowo sendiri.  Silakan lanjutkan kalau mau menghabisi Prabowo.,video debat tadi malam sdh tersebar di tv youtube dan media sosial lainnya narasi yg tdk sesuai dgn yg ditonton rakyat itu akan membangun persepsi pendukung prabowo menyebarkan kebohongan ini akan menjatuhkan prabowo sendiri silakan lanjutkan kalau mau menghabisi prabowo,"['video', 'debat', 'tadi', 'malam', 'sdh', 'tersebar', 'di', 'tv', 'youtube', 'dan', 'media', 'sosial', 'lainnya', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'ditonton', 'rakyat', 'itu', 'akan', 'membangun', 'persepsi', 'pendukung', 'prabowo', 'menyebarkan', 'kebohongan', 'ini', 'akan', 'menjatuhkan', 'prabowo', 'sendiri', 'silakan', 'lanjutkan', 'kalau', 'mau', 'menghabisi', 'prabowo']","['video', 'debat', 'tadi', 'malam', 'sdh', 'tersebar', 'tv', 'youtube', 'media', 'sosial', 'lainnya', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'ditonton', 'rakyat', 'membangun', 'persepsi', 'pendukung', 'prabowo', 'menyebarkan', 'kebohongan', 'menjatuhkan', 'prabowo', 'sendiri', 'silakan', 'lanjutkan', 'kalau', 'mau', 'menghabisi', 'prabowo']","['video', 'debat', 'tadi', 'malam', 'sdh', 'sebar', 'tv', 'youtube', 'media', 'sosial', 'lain', 'narasi', 'yg', 'tdk', 'sesuai', 'dgn', 'yg', 'tonton', 'rakyat', 'bangun', 'persepsi', 'dukung', 'prabowo', 'sebar', 'bohong', 'jatuh', 'prabowo', 'sendiri', 'sila', 'lanjut', 'kalau', 'mau', 'habis', 'prabowo']",video debat tadi malam sdh sebar tv youtube media sosial lain narasi yg tdk sesuai dgn yg tonton rakyat bangun persepsi dukung prabowo sebar bohong jatuh prabowo sendiri sila lanjut kalau mau habis prabowo,negatif
Solidaritas tanpa batas: Mantan Kepala Desa bersama Prabowo-Gibran  visi untuk perubahan positif. https://t.co/cDlu6WXai3,solidaritas tanpa batas mantan kepala desa bersama prabowogibran visi untuk perubahan positif,"['solidaritas', 'tanpa', 'batas', 'mantan', 'kepala', 'desa', 'bersama', 'prabowogibran', 'visi', 'untuk', 'perubahan', 'positif']","['solidaritas', 'batas', 'mantan', 'kepala', 'desa', 'bersama', 'prabowogibran', 'visi', 'perubahan', 'positif']","['solidaritas', 'batas', 'mantan', 'kepala', 'desa', 'sama', 'prabowogibran', 'visi', 'ubah', 'positif']",solidaritas batas mantan kepala desa sama prabowogibran visi ubah positif,positif
Solidaritas mantan pemimpin desa untuk Prabowo-Gibran: Bersama kita perubahan positif terwujud https://t.co/xUNmqLpOtv,solidaritas mantan pemimpin desa untuk prabowogibran bersama kita perubahan positif terwujud,"['solidaritas', 'mantan', 'pemimpin', 'desa', 'untuk', 'prabowogibran', 'bersama', 'kita', 'perubahan', 'positif', 'terwujud']","['solidaritas', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'bersama', 'perubahan', 'positif', 'terwujud']","['solidaritas', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'sama', 'ubah', 'positif', 'wujud']",solidaritas mantan pimpin desa prabowogibran sama ubah positif wujud,positif
Dukungan mantan pemimpin desa untuk Prabowo-Gibran  keyakinan akan perubahan positif yang mencerahkan. https://t.co/LcCil1MqPo,dukungan mantan pemimpin desa untuk prabowogibran keyakinan akan perubahan positif yang mencerahkan,"['dukungan', 'mantan', 'pemimpin', 'desa', 'untuk', 'prabowogibran', 'keyakinan', 'akan', 'perubahan', 'positif', 'yang', 'mencerahkan']","['dukungan', 'mantan', 'pemimpin', 'desa', 'prabowogibran', 'keyakinan', 'perubahan', 'positif', 'mencerahkan']","['dukung', 'mantan', 'pimpin', 'desa', 'prabowogibran', 'yakin', 'ubah', 'positif', 'cerah']",dukung mantan pimpin desa prabowogibran yakin ubah positif cerah,positif
Dari sudut pandang pemimpin lokal  Prabowo-Gibran: penjaga keamanan yang profesional.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/POl9NIFoi2,dari sudut pandang pemimpin lokal prabowogibran penjaga keamanan yang profesional purnakuwu dukungpragibs,"['dari', 'sudut', 'pandang', 'pemimpin', 'lokal', 'prabowogibran', 'penjaga', 'keamanan', 'yang', 'profesional', 'purnakuwu', 'dukungpragibs']","['sudut', 'pandang', 'pemimpin', 'lokal', 'prabowogibran', 'penjaga', 'keamanan', 'profesional', 'purnakuwu', 'dukungpragibs']","['sudut', 'pandang', 'pimpin', 'lokal', 'prabowogibran', 'jaga', 'aman', 'profesional', 'purnakuwu', 'dukungpragibs']",sudut pandang pimpin lokal prabowogibran jaga aman profesional purnakuwu dukungpragibs,positif
Mantan Kepala Desa yakin bersama Prabowo-Gibran akan membawa perubahan positif untuk kemajuan desa. https://t.co/grAlUxywRz,mantan kepala desa yakin bersama prabowogibran akan membawa perubahan positif untuk kemajuan desa,"['mantan', 'kepala', 'desa', 'yakin', 'bersama', 'prabowogibran', 'akan', 'membawa', 'perubahan', 'positif', 'untuk', 'kemajuan', 'desa']","['mantan', 'kepala', 'desa', 'yakin', 'bersama', 'prabowogibran', 'membawa', 'perubahan', 'positif', 'kemajuan', 'desa']","['mantan', 'kepala', 'desa', 'yakin', 'sama', 'prabowogibran', 'bawa', 'ubah', 'positif', 'maju', 'desa']",mantan kepala desa yakin sama prabowogibran bawa ubah positif maju desa,positif
@kikysaputrii klo ikut debat nya pak @prabowo   dari dulu (tahun 2019 dan tahun sebelumnya) dia selalu setuju dengan ide bagus dari lawan. malah kesannya agak laen sih (karna doi cuma modal setuju aja  tanpa bawa gagasan),klo ikut debat nya pak dari dulu tahun dan tahun sebelumnya dia selalu setuju dengan ide bagus dari lawan malah kesannya agak laen sih karna doi cuma modal setuju aja tanpa bawa gagasan,"['klo', 'ikut', 'debat', 'nya', 'pak', 'dari', 'dulu', 'tahun', 'dan', 'tahun', 'sebelumnya', 'dia', 'selalu', 'setuju', 'dengan', 'ide', 'bagus', 'dari', 'lawan', 'malah', 'kesannya', 'agak', 'laen', 'sih', 'karna', 'doi', 'cuma', 'modal', 'setuju', 'aja', 'tanpa', 'bawa', 'gagasan']","['klo', 'ikut', 'debat', 'nya', 'pak', 'dulu', 'tahun', 'tahun', 'sebelumnya', 'selalu', 'setuju', 'ide', 'bagus', 'lawan', 'malah', 'kesannya', 'laen', 'sih', 'karna', 'doi', 'cuma', 'modal', 'setuju', 'aja', 'bawa', 'gagasan']","['klo', 'ikut', 'debat', 'nya', 'pak', 'dulu', 'tahun', 'tahun', 'belum', 'selalu', 'tuju', 'ide', 'bagus', 'lawan', 'malah', 'kesan', 'laen', 'sih', 'karna', 'doi', 'cuma', 'modal', 'tuju', 'aja', 'bawa', 'gagas']",klo ikut debat nya pak dulu tahun tahun belum selalu tuju ide bagus lawan malah kesan laen sih karna doi cuma modal tuju aja bawa gagas,negatif
Solidaritas tanpa ragu: Mantan Kepala Desa yakin pada Prabowo-Gibran untuk membawa perubahan positif. https://t.co/CxGc5O3KiS,solidaritas tanpa ragu mantan kepala desa yakin pada prabowogibran untuk membawa perubahan positif,"['solidaritas', 'tanpa', 'ragu', 'mantan', 'kepala', 'desa', 'yakin', 'pada', 'prabowogibran', 'untuk', 'membawa', 'perubahan', 'positif']","['solidaritas', 'ragu', 'mantan', 'kepala', 'desa', 'yakin', 'prabowogibran', 'membawa', 'perubahan', 'positif']","['solidaritas', 'ragu', 'mantan', 'kepala', 'desa', 'yakin', 'prabowogibran', 'bawa', 'ubah', 'positif']",solidaritas ragu mantan kepala desa yakin prabowogibran bawa ubah positif,positif
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Kalau cm edit tulisan mah gampang  dikira rakyat gak banyak yg nonton https://t.co/epzmlf7hcN,kalau cm edit tulisan mah gampang dikira rakyat gak banyak yg nonton,"['kalau', 'cm', 'edit', 'tulisan', 'mah', 'gampang', 'dikira', 'rakyat', 'gak', 'banyak', 'yg', 'nonton']","['kalau', 'cm', 'edit', 'tulisan', 'mah', 'gampang', 'dikira', 'rakyat', 'gak', 'banyak', 'yg', 'nonton']","['kalau', 'cm', 'edit', 'tulis', 'mah', 'gampang', 'kira', 'rakyat', 'gak', 'banyak', 'yg', 'nonton']",kalau cm edit tulis mah gampang kira rakyat gak banyak yg nonton,negatif
Mantan Kades memberikan contoh positif dengan mendukung Prabowo-Gibran.   #Parlemen404 PurnaKuwu DukungPragibs https://t.co/E4JWTqfrpZ,mantan kades memberikan contoh positif dengan mendukung prabowogibran purnakuwu dukungpragibs,"['mantan', 'kades', 'memberikan', 'contoh', 'positif', 'dengan', 'mendukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['mantan', 'kades', 'memberikan', 'contoh', 'positif', 'mendukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']","['mantan', 'kades', 'beri', 'contoh', 'positif', 'dukung', 'prabowogibran', 'purnakuwu', 'dukungpragibs']",mantan kades beri contoh positif dukung prabowogibran purnakuwu dukungpragibs,positif
Bagaimana mungkin Prabowo dianggap sebagai pemimpin yang dapat diandalkan ketika dia terlibat dalam tindakan yang mencoreng nama baik bangsa? @sweetcherry0297  Gemoy Penculik https://t.co/kabyhfvEMo,bagaimana mungkin prabowo dianggap sebagai pemimpin yang dapat diandalkan ketika dia terlibat dalam tindakan yang mencoreng nama baik bangsa gemoy penculik,"['bagaimana', 'mungkin', 'prabowo', 'dianggap', 'sebagai', 'pemimpin', 'yang', 'dapat', 'diandalkan', 'ketika', 'dia', 'terlibat', 'dalam', 'tindakan', 'yang', 'mencoreng', 'nama', 'baik', 'bangsa', 'gemoy', 'penculik']","['bagaimana', 'mungkin', 'prabowo', 'dianggap', 'pemimpin', 'diandalkan', 'terlibat', 'tindakan', 'mencoreng', 'nama', 'baik', 'bangsa', 'gemoy', 'penculik']","['bagaimana', 'mungkin', 'prabowo', 'anggap', 'pimpin', 'andal', 'libat', 'tindak', 'coreng', 'nama', 'baik', 'bangsa', 'gemoy', 'culik']",bagaimana mungkin prabowo anggap pimpin andal libat tindak coreng nama baik bangsa gemoy culik,negatif
